status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,4.0,3.0,0.25,Arecibo,Puerto Rico,612.0,1600.0,unregistered,168000.0
for_sale,3.0,2.0,0.29,Arecibo,Puerto Rico,612.0,1604.0,unregistered,150000.0
for_sale,3.0,2.0,0.26,Arecibo,Puerto Rico,612.0,2330.908640102678,unregistered,60000.0
for_sale,2.0,1.0,0.1,Arecibo,Puerto Rico,612.0,680.0,unregistered,70000.0
for_sale,3.0,1.0,0.06,Arecibo,Puerto Rico,612.0,750.0,unregistered,80000.0
for_sale,5.0,2.0,0.13,Arecibo,Puerto Rico,612.0,1500.0,unregistered,135000.0
for_sale,3.0,3.0,0.24,Arecibo,Puerto Rico,612.0,2183.0,unregistered,215000.0
for_sale,3.0,2.0,0.17,Camuy,Puerto Rico,612.0,2330.908640102678,unregistered,42900.0
for_sale,3.0,2.0,0.25,Arecibo,Puerto Rico,612.0,2330.908640102678,unregistered,49900.0
for_sale,3.0,2.0,0.25,Arecibo,Puerto Rico,612.0,1000.0,unregistered,138000.0
for_sale,5.0,4.0,0.2,Arecibo,Puerto Rico,612.0,2832.0,unregistered,289000.0
for_sale,3.0,2.0,0.25,Arecibo,Puerto Rico,612.0,1000.0,unregistered,132000.0
for_sale,4.0,4.0,0.14,Arecibo,Puerto Rico,612.0,1500.0,unregistered,197000.0
for_sale,3.0,2.0,0.71,Arecibo,Puerto Rico,612.0,2330.908640102678,unregistered,1200000.0
for_sale,5.0,3.0,0.07,Manati,Puerto Rico,674.0,1700.0,unregistered,185000.0
for_sale,3.0,2.0,0.25,Morovis,Puerto Rico,687.0,2500.0,unregistered,210000.0
for_sale,3.0,1.0,0.08,Manati,Puerto Rico,674.0,921.0,unregistered,105000.0
for_sale,3.0,1.0,0.07,Manati,Puerto Rico,674.0,800.0,unregistered,113600.0
for_sale,3.0,2.0,0.08,Barceloneta,Puerto Rico,617.0,1195.0,unregistered,174900.0
for_sale,3.0,2.0,0.07,Vega Baja,Puerto Rico,693.0,895.0,unregistered,134000.0
for_sale,4.0,2.0,0.25,Vega Baja,Puerto Rico,693.0,2038.0,unregistered,245000.0
for_sale,4.0,2.0,0.09,Caguas,Puerto Rico,727.0,1100.0,unregistered,161000.0
for_sale,4.0,2.0,0.22,Manati,Puerto Rico,674.0,2236.0,unregistered,290000.0
for_sale,4.0,3.0,0.21,Barceloneta,Puerto Rico,617.0,2961.0,unregistered,375000.0
for_sale,3.0,2.0,0.21,Camuy,Puerto Rico,627.0,2400.0,unregistered,425000.0
for_sale,5.0,3.0,0.56,Quebradillas,Puerto Rico,678.0,3000.0,unregistered,1100000.0
for_sale,5.0,3.0,0.22,Hatillo,Puerto Rico,659.0,3650.0,unregistered,418000.0
for_sale,5.0,3.0,1.46,Morovis,Puerto Rico,687.0,2366.0,unregistered,365000.0
for_sale,3.0,2.0,0.2,Hatillo,Puerto Rico,659.0,2330.908640102678,unregistered,55000.0
for_sale,3.0,2.0,0.21,Hatillo,Puerto Rico,659.0,2330.908640102678,unregistered,62000.0
for_sale,3.0,2.0,10.68,Hatillo,Puerto Rico,659.0,2330.908640102678,unregistered,350000.0
for_sale,5.0,2.0,0.16,Quebradillas,Puerto Rico,95000.0,1757.0,unregistered,95000.0
for_sale,3.0,2.0,0.29,Camuy,Puerto Rico,627.0,2330.908640102678,unregistered,64900.0
for_sale,3.0,2.0,0.27,Barceloneta,Puerto Rico,617.0,1150.0,unregistered,49900.0
for_sale,3.0,1.0,0.05,Barceloneta,Puerto Rico,617.0,2330.908640102678,unregistered,70000.0
for_sale,2.0,2.0,0.09,Barceloneta,Puerto Rico,617.0,955.0,unregistered,90000.0
for_sale,3.0,2.0,0.08,Barceloneta,Puerto Rico,617.0,1015.0,unregistered,111000.0
for_sale,3.0,2.0,0.09,Barceloneta,Puerto Rico,617.0,1105.0,unregistered,114400.0
for_sale,3.0,2.0,0.14,Barceloneta,Puerto Rico,617.0,955.0,unregistered,113500.0
for_sale,2.0,1.0,0.08,Dorado,Puerto Rico,646.0,700.0,unregistered,59200.0
for_sale,3.0,1.0,0.07,Toa Baja,Puerto Rico,949.0,950.0,unregistered,63800.0
for_sale,3.0,2.0,0.09,Toa Alta,Puerto Rico,953.0,1000.0,unregistered,45000.0
for_sale,2.0,2.0,0.11,Dorado,Puerto Rico,646.0,800.0,unregistered,55000.0
for_sale,5.0,3.0,0.61,Vega Alta,Puerto Rico,692.0,1400.0,unregistered,100000.0
for_sale,4.0,2.0,0.19,Corozal,Puerto Rico,783.0,1500.0,unregistered,80000.0
for_sale,2.0,2.0,1.22,Naranjito,Puerto Rico,719.0,1500.0,unregistered,55000.0
for_sale,4.0,2.0,0.08,Toa Alta,Puerto Rico,953.0,1650.0,unregistered,157500.0
for_sale,3.0,3.0,0.3,Toa Alta,Puerto Rico,953.0,2400.0,unregistered,270000.0
for_sale,3.0,2.0,0.15,Toa Alta,Puerto Rico,953.0,2330.908640102678,unregistered,25000.0
for_sale,4.0,3.0,0.19,Dorado,Puerto Rico,646.0,2500.0,unregistered,1325000.0
for_sale,3.0,2.0,0.27,Dorado,Puerto Rico,646.0,2200.0,unregistered,465000.0
for_sale,3.0,3.0,0.52,Dorado,Puerto Rico,646.0,1500.0,unregistered,575000.0
for_sale,4.0,3.0,0.14,Dorado,Puerto Rico,646.0,3500.0,unregistered,1100000.0
for_sale,3.0,2.0,0.1,Dorado,Puerto Rico,646.0,1800.0,unregistered,550000.0
for_sale,4.0,3.0,0.12,Dorado,Puerto Rico,646.0,2490.0,unregistered,895000.0
for_sale,3.0,2.0,0.07,Vega Alta,Puerto Rico,692.0,2100.0,unregistered,635000.0
